ko_ingredient,en_ingredient,use,score
락토바실러스/호밀가루발효여과물,Lactobacillus/Rye Flour Ferment Filtrate,"헤어컨디셔닝제, 피부컨디셔닝제(보습제)",
락토바실러스발효용해물,Lactobacillus Ferment Lysate,피부컨디셔닝제(기타),1.0
포도잎오일,Vitis Vinifera (Grape) Leaf Oil,착향제,1.0
스핑고박테리움발효추출물,Sphingobacterium Ferment Extract,피부컨디셔닝제(유연제),
코리네박테리움발효물,Corynebacterium Ferment,,
미모사 테누이플로라잎추출물,Mimosa Tenuiflora Leaf Extract,"착향제, 피부컨디셔닝제(기타)",
하이드롤라이즈드루핀프로테인옥테닐석시네이트,Hydrolyzed Lupine Protein Octenylsuccinate,피부보호제,1.0
멜라닌,Melanin,피부컨디셔닝제,1.0
토란뿌리추출물,Colocasia Antiquorum Root Extract,피부컨디셔닝제(기타),
인카르나타시계꽃열매추출물,Passiflora Incarnata Fruit Extract,피부컨디셔닝제(기타),
파고다트리꽃추출물,Plumeria Acutifolia Flower Extract,피부컨디셔닝제(기타),
트라이데세스-3,Trideceth-3,계면활성제(유화제),1.0
p-아미노페놀,p-Aminophenol,염모제,6.0
안식향나무수지오일,Styrax Tonkinensis Resin Oil,착향제,
아이소데세스-6,Isodeceth-6,계면활성제(유화제),1.0
세테아레스-6,Ceteareth-6,계면활성제(유화제),3.0
폴리아크릴아미도메틸프로판설포닉애씨드,Polyacrylamidomethylpropane Sulfonic Acid,피막형성제,1.0
피이지-10올리브글리세라이즈,PEG-10 Olive Glycerides,"피부컨디셔닝제(유연제), 계면활성제(유화제)",3.0
피이지-15코코폴리아민,PEG-15 Cocopolyamine,"정전기방지제, 계면활성제-유화제",3.0
아사포에티다뿌리추출물,Ferula Foetida Root Extract,피부컨디셔닝제(기타),
아이오논,Ionone,수렴제,1.0
메틸데센올,Methyl Decenol,"착향제, 피부컨디셔닝제(기타)",
다이메틸헵텐알,Dimethyl Heptenal,피부컨디셔닝제(기타),
피이지-30스테아레이트,PEG-30 Stearate,"계면활성제-세정제, 계면활성제-용해보조제",3.0
유자껍질추출물,Citrus Junos Peel Extract,피부컨디셔닝제(기타),1.0
유자껍질오일,Citrus Junos Peel Oil,"수렴제, 피부컨디셔닝제",1.0
쿼세틴,Quercetin,"산화방지제, 피부컨디셔닝제",1.0
서양고추나물꽃추출물,Hypericum Perforatum Flower Extract,피부컨디셔닝제(기타),
[색소용도 사용불가] 사플라워옐로우,Safflower Yellow,,
스크로폴라리아 노도사추출물,Scrophularia Nodosa Extract,피부컨디셔닝제(기타),1.0
하와이무궁화꽃추출물,Hibiscus Rosa-Sinensis Flower Extract,"헤어컨디셔닝제, 보습제, 피부컨디셔닝제(기타)",
하이드록시에틸에틸셀룰로오스,Hydroxyethyl Ethylcellulose,"점착제, 결합제, 유화안정제, 피막형성제, 점도증가제(수성)",1.0
엘더꽃수,Sambucus Nigra Flower Water,착향제,1.0
낙타유,Camel Milk,"피부컨디셔닝제(보습제), 피부컨디셔닝제(기타)",1.0
백미꽃추출물,Vincetoxicum Atratum Extract;Cynanchum Atratum Extract,피부컨디셔닝제(기타),
아크릴릭애씨드/브이피크로스폴리머,Acrylic Acid/VP Crosspolymer,"미끄럼조정제/활택제, 표면조정제",
베타인살리실레이트,Betaine Salicylate,,1.0
피이지-4폴리글리세릴-2스테아레이트,PEG-4 Polyglyceryl-2 Stearate,계면활성제-유화제,3.0
펜타에리스리틸다이올리에이트,Pentaerythrityl Dioleate,"피부컨디셔닝제(유연제), 점도증가제(비수성)",
"2-브로모-2-나이트로프로판-1,3-디올","2-Bromo-2-Nitropropane-1,3-Diol",보존제,
석시닉애씨드,Succinic Acid,"착향제, pH 조정제",1.0
폴리글리세릴-4라우레이트,Polyglyceryl-4 Laurate,"피부컨디셔닝제(유연제), 계면활성제(유화제)",1.0
다이라우릴시트레이트,Dilauryl Citrate,피부컨디셔닝제(유연제),1.0
올리브씨가루,Olea Europaea (Olive) Seed Powder,연마제,1.0
알루미늄실리케이트,Aluminum Silicate,"스크럽제, 흡수제, 안티케이킹제, 벌킹제, 불투명화제, 미끄럼개선제",3.0
칼슘설페이트,Calcium Sulfate;CI 77231,"연마제, 벌킹제(증량제), 불투명화제",
동인도레몬그라스오일,Cymbopogon Flexuosus Oil,착향제,1.0
귀리겨추출물,Avena Sativa (Oat) Bran Extract,피부컨디셔닝제(기타),1.0
피토스핑고신에이치씨엘,Phytosphingosine HCl,피부컨디셔닝제(기타),1.0
하이드롤라이즈드타라검,Hydrolyzed Caesalpinia Spinosa Gum,"흡수제, 헤어컨디셔닝제, 피부컨디셔닝제(유연제)",1.0
포도싹추출물,Vitis Vinifera (Grape) Bud Extract,"산화방지제, 피부보호제",
폴리글리세릴-2카프레이트,Polyglyceryl-2 Caprate,"피부유연화제, 계면활성제-유화제",1.0
하이드로제네이티드테트라데세닐/메틸펜타데센,Hydrogenated Tetradecenyl/Methylpentadecene,"가소제, 용제, 점도감소제",
소듐코코아버터암포아세테이트,Sodium Cocoabutteramphoacetate,"헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(거품촉진제)",1.0
닉탄테스 아르보르-트리스티스꽃추출물,Nyctanthes Arbor-Tristis Flower Extract,피부컨디셔닝제(기타),
피이지-5코카마이드,PEG-5 Cocamide,계면활성제(유화제),3.0
호두,Juglans Regia (Walnut) Seed,,
키위,Actinidia Chinensis (Kiwi) Fruit,피부컨디셔닝제(기타),1.0
야생딸기,Fragaria Vesca (Strawberry) Fruit,피부컨디셔닝제(기타),1.0
라임껍질오일,Citrus Aurantifolia (Lime) Peel Oil;Citrus Aurantifolia Peel Oil Distilled,착향제,
망고즙,Mangifera Indica (Mango) Juice,피부컨디셔닝제,1.0
코코일하이드롤라이즈드귀리단백질,Cocoyl Hydrolyzed Oat Protein,"모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제",
3-하이드록시벤조익애씨드,3-Hydroxybenzoic Acid,피부컨디셔닝제(기타),
갯개미취추출물,Aster Tripolium Extract,"헤어컨디셔닝제, 피부보호제",
다이메티콘프로필피지-베타인,Dimethicone Propyl PG-Betaine,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제), 계면활성제(거품촉진제), 점도증가제(수성)",1.0
다이스테아로일에틸하이드록시에틸모늄메토설페이트,Distearoylethyl Hydroxyethylmonium Methosulfate,"정전기방지제, 헤어컨디셔닝제",3.0
아크릴레이트/베헤닐아크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Behenyl Acrylate/Dimethicone Methacrylate Copolymer,피부컨디셔닝제(기타),
신갈나무잎추출물,Quercus Mongolica Leaf Extract;Quercus Mongolia Leaf Extract,피부컨디셔닝제(기타),
티파-라우레스설페이트,TIPA-Laureth Sulfate,계면활성제(세정제),4.0
타마린드추출물,Tamarindus Indica Extract,피부컨디셔닝제(기타),1.0
채널드랙추출물,Pelvetia Canaliculata Extract,피부컨디셔닝제(기타),
프로방스장미캘러스배양추출물,Rosa Centifolia Callus Culture Extract,피부보호제,
아세틸테트라펩타이드-2,Acetyl Tetrapeptide-2,피부컨디셔닝제,1.0
서양개보리뺑이꽃/잎/줄기추출물,Lapsana Communis Flower/Leaf/Stem Extract,피부컨디셔닝제(기타),
글루타밀아미도에틸인돌,Glutamylamidoethyl Indole,피부보호제,1.0
플란타인씨추출물,Plantago Ovata Seed Extract,피부컨디셔닝제(기타),1.0
사워우드잎/줄기캘러스배양추출물,Oxydendron Arboreum Leaf/Stem Callus Culture Extract,피부컨디셔닝제(기타),
하이드록시페녹시프로피오닉애씨드,Hydroxyphenoxy Propionic Acid,피부컨디셔닝제(기타),
등대풀추출물,Euphorbia Helioscopia Extract,피부컨디셔닝제(기타),
매스틱검오일,Pistacia Lentiscus (Mastic) Gum Oil,,
펜타펩타이드-31,Pentapeptide-31,피부컨디셔닝제(기타),
와일드티즐추출물,Dipsacus Sylvestris Extract,피부컨디셔닝제(기타),1.0
밀몽화잎추출물,Buddleja Officinalis Leaf Extract,피부컨디셔닝제(기타),1.0
베르노니아 아펜디쿨라타잎추출물,Vernonia Appendiculata Leaf Extract,피부보호제,
페퀴열매오일,Caryocar Brasiliense Fruit Oil,피부컨디셔닝제,1.0
이미다졸,Imidazole,pH 조절제,
서양벌노랑이씨추출물,Lotus Corniculatus Seed Extract,피부컨디셔닝제(기타),
융케움스파티움꽃추출물,Spartium Junceum Flower Extract,착향제,1.0
에우파토리아짚신나물잎추출물,Agrimonia Eupatoria Leaf Extract,피부컨디셔닝제(기타),
솔잣나무구과추출물,Cupressus Sempervirens Cone Extract,피부컨디셔닝제(기타),
캐슈넛오일,Anacardium Occidentale (Cashew) Seed Oil,피부컨디셔닝제(수분차단제),1.0
캐슈넛오일,Anacardium Occidentale (Cashew) Seed Oil,피부컨디셔닝제(수분차단제),1.0
실란트라이올라이시네이트,Silanetriol Lysinate,피부컨디셔닝제(기타),
인삼전초추출물,Panax Ginseng Extract,"산화방지제, 피부컨디셔닝제(기타)",
사과,Pyrus Malus (Apple) Fruit,수렴제,1.0
콘두란고껍질추출물,Marsdenia Cundurango Bark Extract;Marsdenia Condurango Bark Extract,피부컨디셔닝제(기타),
알더벅톤껍질추출물,Frangula Alnus Bark Extract,피부컨디셔닝제(기타),
카스카라사그라다껍질추출물,Rhamnus Purshiana Bark Extract,피부컨디셔닝제(기타),
비터오렌지꽃왁스,Citrus Aurantium Amara (Bitter Orange) Flower Wax,,1.0
향모추출물,Hierochloe Odorata Extract,피부컨디셔닝제(기타),1.0
그레이트밸리검위드추출물,Grindelia Robusta Extract,피부컨디셔닝제(기타),
양버즘나무껍질추출물,Platanus Occidentalis Bark Extract,피부보호제,
피브라우레아 레키사뿌리추출물,Fibraurea Recisa Root Extract,피부컨디셔닝제(기타),
고산에린기움꽃추출물,Eryngium Alpinum Flower Extract,피부컨디셔닝제(기타),
에틸트라이모늄클로라이드메타크릴레이트/하이드롤라이즈드밀단백질코폴리머,Ethyltrimonium Chloride Methacrylate/Hydrolyzed Wheat Protein Copolymer,헤어컨디셔닝제,
알로에베라잎폴리사카라이드,Aloe Barbadensis Leaf Polysaccharides,"피막형성제, 보습제, 피부유연화제, 피부보습제",3.0
레몬잎추출물,Citrus Limon (Lemon) Leaf Extract,산화방지제,1.0
비스-피이지-12다이메티콘비즈왁스,Bis-PEG-12 Dimethicone Beeswax,"헤어컨디셔닝제, 피부컨디셔닝제(수분차단제)",3.0
당살초잎추출물,Gymnema Sylvestre Leaf Extract,"수렴제, 피부컨디셔닝제(기타)",1.0
다이하이드로콜레스-30,Dihydrocholeth-30,계면활성제(유화제),
페닐에틸레조시놀,Phenylethyl Resorcinol,"산화방지제, 피부컨디셔닝제(기타)",1.0
암모늄아크릴로일다이메틸타우레이트/스테아레스-25크로스폴리머,Ammonium Acryloyldimethyltaurate/Steareth-25 Methacrylate Crosspolymer,유화안정제,
다이아미노피리미딘옥사이드,Diaminopyrimidine Oxide,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",2.0
폴리쿼터늄-30,Polyquaternium-30,"정전기방지제, 피막형성제, 모발고정제",1.0
돌콩지질,Glycine Soja (Soybean) Lipids,"헤어컨디셔닝제, 피부컨디셔닝제(수분차단제)",1.0
하이드롤라이즈드콩추출물,Hydrolyzed Soybean Extract,피부컨디셔닝제(기타),
폴리아크릴레이트크로스폴리머-8,Polyacrylate Crosspolymer-8,모발고정제,
광곽향잎추출물,Pogostemon Cablin Leaf Extract,피부컨디셔닝제(기타),
인삼꽃추출물,Panax Ginseng Flower Extract,"산화방지제, 피부컨디셔닝제(기타)",
인삼잎/줄기추출물,Panax Ginseng Leaf/Stem Extract,"피부보호제, 피부컨디셔닝제(기타)",
효모/인삼전초발효여과물,Saccharomyces/Panax Ginseng Ferment Filtrate,피부컨디셔닝제(기타),
에스에이치-올리고펩타이드-11,sh-Oligopeptide-11,피부컨디셔닝제(기타),
폴리에톡실레이티드레틴아마이드,Polyethoxylated Retinamide,주름개선(기능성화장품),
데사미도콜라겐,Desamido Collagen,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",1.0
폴리(트라이펩타이드-6),Poly(Tripeptide-6),피부컨디셔닝제(보습제),
은행나무캘러스배양추출물,Ginkgo Biloba Callus Culture Extract,피부컨디셔닝제(기타),
메틸운데세노일류시네이트,Methyl Undecenoyl Leucinate,피부컨디셔닝제(기타),
에스에이치-폴리펩타이드-33,sh-Polypeptide-33,피부컨디셔닝제(기타),
에스쿨린,Esculin,광안정화제,1.0
노각나무잎추출물,Stewartia Koreana Leaf Extract,피부컨디셔닝제(기타),
네이커프로테인,Nacre Protein,피부컨디셔닝제(기타),
콜로신스열매추출물,Citrullus Colocynthis Fruit Extract,피부컨디셔닝제(기타),
폴스아르니카꽃추출물,Heterotheca Inuloides Flower Extract,착향제,1.0
올리고펩타이드-20,Oligopeptide-20,피부컨디셔닝제(기타),
비닐다이메티콘,Vinyl Dimethicone,,1.0
아크릴레이트/에틸헥실아크릴레이트/헤마코폴리머,Acrylates/Ethylhexyl Acrylate/HEMA Copolymer,피막형성제,
아크릴레이트/다이에틸아미노에틸메타크릴레이트/에틸헥실아크릴레이트코폴리머,Acrylates/Diethylaminoethyl Methacrylate/Ethylhexyl Acrylate Copolymer,피막형성제,
다이-C12-15파레스-6포스페이트,Di-C12-15 Pareth-6 Phosphate,"계면활성제(세정제), 계면활성제(유화제)",
노녹시놀-30,Nonoxynol-30,"계면활성제(세정제), 계면활성제(용해보조제)",
대만금선련세포배양추출물,Anoectochilus Formosanus Cell Culture Extract,피부컨디셔닝제(기타),
코코다이모늄하이드록시프로필하이드롤라이즈드케라틴,Cocodimonium Hydroxypropyl Hydrolyzed Keratin,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",1.0
자주천인국잎/줄기/분열조직세포배양추출물,Echinacea Purpurea Leaf/Stem/Meristem Cell Culture Extract,피부컨디셔닝제(기타),
보검선인장열매추출물,Opuntia Ficus-Indica Fruit Extract,피부컨디셔닝제(기타),
메밀잎추출물,Polygonum Fagopyrum (Buckwheat) Leaf Extract,피부컨디셔닝제(기타),1.0
콰크치즈,Quark Cheese,피부컨디셔닝제(기타),
피피지-12-부테스-16,PPG-12-Buteth-16,"향료, 모발컨디셔닝제, 피부컨디셔닝제, 용제, 계면활성제-유화제",
라우라미도프로필아민옥사이드,Lauramidopropylamine Oxide,"헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(친수제)",1.0
흑색401호,Naphthol Blue Black;CI 20470,착색제,
골든타이누이꽃/잎추출물,Pomaderris Kumerahou Flower/Leaf Extract,계면활성제(세정제),
코코넛오일글리세레스-8에스터,Coconut Oil Glycereth-8 Esters,계면활성제(세정제),
페루기네움철쭉잎세포배양추출물,Rhododendron Ferrugineum Leaf Cell Culture Extract,피부컨디셔닝제(기타),1.0
히아신스추출물,Hyacinthus Orientalis (Hyacinth) Flower Extract,피부컨디셔닝제(기타),1.0
옥타펩타이드-7,Octapeptide-7,피부보호제,
아세틸테트라펩타이드-3,Acetyl Tetrapeptide-3,피부보호제,1.0
나일론6/12,Nylon 6/12,"흡수제, 벌킹제(증량제)",
콜라비추출물,Brassica Oleracea Gongylodes Extract,"산화방지제, 피부보호제, 피부컨디셔닝제(기타)",
용설란잎추출물,Agave Americana Leaf Extract,피부컨디셔닝제(기타),1.0
레몬유칼립투스오일,Eucalyptus Citriodora Oil,착향제,
메톡시신나미도프로필하이드록시설테인,Methoxycinnamidopropyl Hydroxysultaine,"모발컨디셔닝제, 변색방지제",1.0
라이소포스파티딕애씨드,Lysophosphatidic Acid,"헤어컨디셔닝제, 보습제, 피부보호제, 피부컨디셔닝제(기타)",1.0
스피어민트잎추출물,Mentha Spicata Leaf Extract;Mentha Viridis (Spearmint) Leaf Extract,"감미제, 착향제, 피부컨디셔닝제(기타)",
코카미도프로필피지-다이모늄클로라이드,Cocamidopropyl PG-Dimonium Chloride,"정전기방지제, 헤어컨디셔닝제",3.0
헨나잎추출물,Lawsonia Inermis (Henna) Leaf Extract,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
쿼터늄-52,Quaternium-52,"정전기방지제, 모발컨디셔닝제, 계면활성제-세정제",1.0
아크릴레이트/하이드록시에스터아크릴레이트코폴리머,Acrylates/Hydroxyesters Acrylates Copolymer,피막형성제,
폴리아크릴레이트-2크로스폴리머,Polyacrylate-2 Crosspolymer,"피막형성제, 모발고정제",
사이클로펜틸아미노카복시메틸티아졸릴인돌,Cyclopentylamino Carboxymethylthiazolylindole,"산화방지제, 환원제, 피부보호제",
